,결제수단,배송번호,배송시작일,배송완료일,상품구매금액,상품번호,수량,주문경로,주문일,연도,월,요일,주차,주중/주말,배송시작일(date),배송완료일(date),배송기간,배송기간(int)
34691,카드,D-20181013-0000022-01,2018-10-16 오전 9:38,2018-10-23 오전 12:54,41910,1205.0,1,네이버 페이,2018-10-13,2018,10,Saturday,41,주말,2018-10-16,2018-10-23,7 days,7
34733,카드,D-20181014-0000064-01,2018-10-16 오전 9:38,2018-10-24 오전 6:38,70620,42.0,1,네이버 페이,2018-10-14,2018,10,Sunday,41,주말,2018-10-16,2018-10-24,8 days,8
34761,실시간계좌이체,D-20181014-0000204-01,2018-10-16 오전 9:38,2018-10-24 오전 7:08,76400,608.0,1,네이버 페이,2018-10-14,2018,10,Sunday,41,주말,2018-10-16,2018-10-24,8 days,8
34788,카드,D-20181014-0000354-01,2018-10-16 오전 9:38,2018-10-24 오전 7:53,78870,39.0,1,네이버 페이,2018-10-14,2018,10,Sunday,41,주말,2018-10-16,2018-10-24,8 days,8
34848,카드,D-20181015-0000317-01,2018-10-16 오전 9:38,2018-10-26 오전 1:59,174240,176.0,2,네이버 페이,2018-10-15,2018,10,Monday,42,주중,2018-10-16,2018-10-26,10 days,10
34874,카드,D-20181015-0000429-01,2018-10-16 오후 6:20,2018-10-25 오전 6:31,140750,94.0,1,네이버 페이,2018-10-15,2018,10,Monday,42,주중,2018-10-16,2018-10-25,9 days,9
34877,카드,D-20181015-0000448-01,2018-10-16 오후 6:20,2018-10-25 오전 6:31,78870,603.0,1,네이버 페이,2018-10-15,2018,10,Monday,42,주중,2018-10-16,2018-10-25,9 days,9
35016,실시간계좌이체,D-20181016-0000281-01,2018-10-16 오후 6:20,2018-10-25 오전 10:03,71450,1077.0,1,네이버 페이,2018-10-16,2018,10,Tuesday,42,주중,2018-10-16,2018-10-25,9 days,9
35207,카드,D-20181017-0000604-01,2018-10-24 오전 8:58,2018-11-01 오전 1:28,129360,1217.0,1,네이버 페이,2018-10-17,2018,10,Wednesday,42,주중,2018-10-24,2018-11-01,8 days,8
35333,실시간계좌이체,D-20181018-0000557-01,2018-10-22 오전 10:26,2018-10-30 오전 1:55,83820,1124.0,1,네이버 페이,2018-10-18,2018,10,Thursday,42,주중,2018-10-22,2018-10-30,8 days,8
35339,카드,D-20181018-0000587-01,2018-10-22 오전 10:26,2018-11-19 오전 12:49,131670,74.0,1,네이버 페이,2018-10-18,2018,10,Thursday,42,주중,2018-10-22,2018-11-19,28 days,28
35365,카드,D-20181019-0000081-01,2018-10-22 오전 10:26,2018-10-30 오전 2:03,77220,379.0,1,네이버 페이,2018-10-19,2018,10,Friday,42,주중,2018-10-22,2018-10-30,8 days,8
35384,실시간계좌이체,D-20181019-0000202-01,2018-10-22 오전 10:26,2018-10-30 오전 2:06,86790,451.0,1,네이버 페이,2018-10-19,2018,10,Friday,42,주중,2018-10-22,2018-10-30,8 days,8
35418,카드,D-20181019-0000426-01,2018-10-22 오전 10:26,2018-10-30 오전 2:14,22110,219.0,1,네이버 페이,2018-10-19,2018,10,Friday,42,주중,2018-10-22,2018-10-30,8 days,8
35419,카드,D-20181019-0000426-02,2018-10-22 오전 10:26,2018-10-30 오전 2:14,51810,392.0,1,네이버 페이,2018-10-19,2018,10,Friday,42,주중,2018-10-22,2018-10-30,8 days,8
35501,카드,D-20181021-0000122-01,2018-10-22 오후 6:18,2018-10-31 오전 9:21,140750,94.0,1,네이버 페이,2018-10-21,2018,10,Sunday,42,주말,2018-10-22,2018-10-31,9 days,9
35502,카드,D-20181021-0000134-01,2018-10-22 오후 6:18,2018-10-31 오전 9:21,66500,47.0,1,네이버 페이,2018-10-21,2018,10,Sunday,42,주말,2018-10-22,2018-10-31,9 days,9
35519,카드,D-20181022-0000043-01,2018-10-22 오후 6:18,2018-10-29 오후 8:04,83050,957.0,1,네이버 페이,2018-10-22,2018,10,Monday,43,주중,2018-10-22,2018-10-29,7 days,7
35571,카드,D-20181022-0000261-01,2018-10-24 오전 8:58,2018-11-01 오전 5:55,51810,142.0,1,네이버 페이,2018-10-22,2018,10,Monday,43,주중,2018-10-24,2018-11-01,8 days,8
35583,카드,D-20181022-0000321-01,2018-10-22 오후 6:18,2018-10-31 오후 12:28,157740,603.0,2,네이버 페이,2018-10-22,2018,10,Monday,43,주중,2018-10-22,2018-10-31,9 days,9
35670,무통장입금,D-20181022-0000751-01,2018-10-24 오전 8:58,2018-11-07 오후 12:55,11660,1272.0,1,네이버 페이,2018-10-22,2018,10,Monday,43,주중,2018-10-24,2018-11-07,14 days,14
35671,무통장입금,D-20181022-0000751-02,2018-10-24 오전 8:58,2018-11-07 오후 12:55,13910,1271.0,1,네이버 페이,2018-10-22,2018,10,Monday,43,주중,2018-10-24,2018-11-07,14 days,14
35672,카드,D-20181022-0000769-01,2018-10-24 오전 8:58,2018-11-07 오후 12:55,87120,184.0,1,네이버 페이,2018-10-22,2018,10,Monday,43,주중,2018-10-24,2018-11-07,14 days,14
35685,카드,D-20181023-0000072-01,2018-10-24 오전 8:58,2018-11-07 오후 1:01,151140,1069.0,2,네이버 페이,2018-10-23,2018,10,Tuesday,43,주중,2018-10-24,2018-11-07,14 days,14
35694,카드,D-20181023-0000115-01,2018-10-24 오전 8:58,2018-11-07 오후 1:04,22110,205.0,1,네이버 페이,2018-10-23,2018,10,Tuesday,43,주중,2018-10-24,2018-11-07,14 days,14
35802,카드,D-20181023-0000659-01,2018-10-24 오전 8:58,2018-11-01 오후 7:00,75570,437.0,1,네이버 페이,2018-10-23,2018,10,Tuesday,43,주중,2018-10-24,2018-11-01,8 days,8
35804,카드,D-20181023-0000664-01,2018-10-24 오전 8:58,2018-11-01 오후 7:00,119020,88.0,1,네이버 페이,2018-10-23,2018,10,Tuesday,43,주중,2018-10-24,2018-11-01,8 days,8
35874,무통장입금,D-20181023-0001047-01,2018-10-25 오전 9:12,2018-11-07 오후 3:19,13910,1267.0,1,네이버 페이,2018-10-23,2018,10,Tuesday,43,주중,2018-10-25,2018-11-07,13 days,13
35955,실시간계좌이체,D-20181024-0000160-01,2018-10-25 오전 9:12,2018-11-07 오후 3:31,132500,92.0,1,네이버 페이,2018-10-24,2018,10,Wednesday,43,주중,2018-10-25,2018-11-07,13 days,13
35963,카드,D-20181024-0000221-01,2018-10-25 오전 9:12,2018-11-04 오전 1:59,93720,1230.0,1,네이버 페이,2018-10-24,2018,10,Wednesday,43,주중,2018-10-25,2018-11-04,10 days,10
35964,카드,D-20181024-0000236-01,2018-10-25 오전 9:12,2018-11-07 오후 3:31,93720,1230.0,1,네이버 페이,2018-10-24,2018,10,Wednesday,43,주중,2018-10-25,2018-11-07,13 days,13
35975,카드,D-20181024-0000287-01,2018-10-25 오전 9:12,2018-11-07 오후 3:30,70620,42.0,1,네이버 페이,2018-10-24,2018,10,Wednesday,43,주중,2018-10-25,2018-11-07,13 days,13
35976,실시간계좌이체,D-20181024-0000299-01,2018-10-25 오전 9:12,2018-11-07 오후 3:30,27820,1267.0,2,네이버 페이,2018-10-24,2018,10,Wednesday,43,주중,2018-10-25,2018-11-07,13 days,13
36082,카드,D-20181024-0000843-01,2018-10-25 오후 5:58,2018-11-04 오전 2:07,11660,1268.0,1,네이버 페이,2018-10-24,2018,10,Wednesday,43,주중,2018-10-25,2018-11-04,10 days,10
36255,카드,D-20181025-0000709-01,2018-10-29 오전 9:00,2018-11-06 오전 2:03,88770,478.0,1,네이버 페이,2018-10-25,2018,10,Thursday,43,주중,2018-10-29,2018-11-06,8 days,8
36269,"무통장입금,휴대폰",D-20181025-0000777-01,2018-10-29 오전 8:58,2018-11-22 오전 5:32,93720,1230.0,1,모바일웹,2018-10-25,2018,10,Thursday,43,주중,2018-10-29,2018-11-22,24 days,24
36270,"무통장입금,휴대폰",D-20181025-0000777-02,2018-10-29 오전 8:58,2018-11-22 오전 5:32,11660,1268.0,1,모바일웹,2018-10-25,2018,10,Thursday,43,주중,2018-10-29,2018-11-22,24 days,24
36271,"무통장입금,휴대폰",D-20181025-0000777-03,2018-10-29 오전 8:58,2018-11-22 오전 5:32,16150,1266.0,1,모바일웹,2018-10-25,2018,10,Thursday,43,주중,2018-10-29,2018-11-22,24 days,24
36272,"무통장입금,휴대폰",D-20181025-0000777-00,2018-10-29 오전 8:58,2018-11-22 오전 5:32,0,1238.0,1,모바일웹,2018-10-25,2018,10,Thursday,43,주중,2018-10-29,2018-11-22,24 days,24
36275,무통장입금,D-20181025-0000799-01,2018-10-29 오전 9:00,2018-11-06 오전 1:38,56760,445.0,1,네이버 페이,2018-10-25,2018,10,Thursday,43,주중,2018-10-29,2018-11-06,8 days,8
36318,무통장입금,D-20181026-0000031-02,2018-10-29 오전 9:00,2018-11-06 오전 2:22,78870,603.0,1,네이버 페이,2018-10-26,2018,10,Friday,43,주중,2018-10-29,2018-11-06,8 days,8
36319,무통장입금,D-20181026-0000031-02,2018-10-29 오후 6:42,2018-11-07 오전 1:47,120780,1224.0,1,네이버 페이,2018-10-26,2018,10,Friday,43,주중,2018-10-29,2018-11-07,9 days,9
36320,무통장입금,D-20181026-0000031-02,2018-10-29 오전 9:00,2018-11-06 오전 2:22,118470,1222.0,1,네이버 페이,2018-10-26,2018,10,Friday,43,주중,2018-10-29,2018-11-06,8 days,8
36321,무통장입금,D-20181026-0000031-04,2018-10-29 오후 6:42,2018-11-07 오전 1:47,118140,1226.0,1,네이버 페이,2018-10-26,2018,10,Friday,43,주중,2018-10-29,2018-11-07,9 days,9
36322,무통장입금,D-20181026-0000031-05,2018-10-29 오후 6:42,2018-11-07 오전 1:47,87120,1234.0,1,네이버 페이,2018-10-26,2018,10,Friday,43,주중,2018-10-29,2018-11-07,9 days,9
