Index,Member_ID,Sales_Type,Contract_Type,Channel,Datetime,Term,Payment_Type,Product_Type,Amount_Month,Customer_Type,Age,Address1,Address2,State,Overdue_count,Overdue_Type,Gender,Credit_Rank,Bank
1260,66354393,렌탈,패키지계약,홈쇼핑/방송,2019-04-07,60,카드이체,DES-2,81900, 개인,39,경기도,경기도,계약확정,0,없음,여자,1,신한카드
1261,66758484,렌탈,일반계약,영업방판,2019-02-14,60,카드이체,DES-R4,144900, 개인,51,경기도,경기도,계약확정,0,없음,여자,1,롯데카드
1262,66759469,렌탈,일반계약,홈쇼핑/방송,2019-02-14,60,CMS,DES-1,96900, 개인,42,경기도,경기도,계약확정,0,없음,여자,,농협회원조합
1263,66759397,렌탈,프로모션계약,영업방판,2019-02-14,60,CMS,DES-1,105900, 개인,26,경기도,경기도,계약확정,0,없음,남자,3,대신증권
1264,66759231,렌탈,일반계약,영업방판,2019-07-10,60,CMS,DES-1,96900, 개인,39,경기도,경기도,계약확정,0,없음,여자,2,농협회원조합
1265,66759535,렌탈,프로모션계약,영업방판,2019-08-25,60,CMS,DES-2,90900, 개인,67,경상도,울산광역시,계약확정,0,없음,여자,4,농협회원조합
1266,66956818,렌탈,프로모션계약,영업방판,2019-01-03,60,CMS,DES-1,108900, 개인,51,강원도,강원도,계약확정,0,없음,여자,4,신한은행
1267,66758667,렌탈,패키지계약,영업방판,2019-01-19,60,CMS,DES-1,98400, 개인,36,강원도,강원도,계약확정,0,없음,남자,5,농협회원조합
1268,66758667,렌탈,패키지계약,영업방판,2019-02-27,60,CMS,DES-2,89400, 개인,36,강원도,강원도,계약확정,0,없음,남자,5,농협회원조합
1269,66314023,렌탈,프로모션계약,대형마트E,2019-03-10,60,CMS,DES-1,105900, 개인,54,강원도,강원도,계약확정,0,없음,남자,3,농협회원조합
