결제수단,배송번호,배송시작일,배송완료일,상품구매금액,상품번호,수량,주문경로,주문일
무통장입금,D-20190129-0000686-00,2019-01-29 오후 6:49,2019-02-02 오전 5:32,71450,1077,1,PC쇼핑몰,20190129
무통장입금,D-20190129-0000690-00,2019-01-29 오후 6:49,2019-02-02 오전 5:32,113520,447,2,모바일웹,20190129
무통장입금,D-20190129-0000690-01,2019-01-29 오후 6:49,2019-02-02 오전 5:32,142900,1077,2,모바일웹,20190129
카드,D-20190129-0000704-00,2019-01-29 오후 6:49,2019-02-02 오전 5:32,205590,1312,3,PC쇼핑몰,20190129
무통장입금,D-20190129-0000714-00,2019-01-29 오후 6:49,2019-02-02 오전 5:32,71450,1077,1,PC쇼핑몰,20190129
무통장입금,D-20190129-0000725-00,2019-01-29 오후 6:49,2019-02-02 오전 5:32,83820,479,1,모바일웹,20190129
무통장입금,D-20190129-0000731-00,2019-01-29 오후 6:49,2019-02-02 오전 5:32,22580,1269,2,PC쇼핑몰,20190129
무통장입금,D-20190129-0000731-01,2019-01-29 오후 6:49,2019-02-02 오전 5:32,87010,931,1,PC쇼핑몰,20190129
카드,D-20190129-0000748-01,2019-01-30 오전 8:32,2019-02-08 오전 4:23,75570,1069,1,네이버 페이,20190129
카드,D-20190129-0000759-00,2019-01-29 오후 6:49,2019-02-02 오전 5:32,131670,74,1,PC쇼핑몰,20190129
카드,D-20190129-0000763-00,2019-01-29 오후 6:49,2019-02-02 오전 5:32,81600,1085,1,모바일웹,20190129
카드,D-20190129-0000775-00,2019-01-29 오후 6:49,2019-02-02 오전 5:32,99660,1235,1,모바일웹,20190129
"적립금,무통장입금",D-20190129-0000787-00,2019-01-29 오후 6:49,2019-02-02 오전 5:32,82170,1071,1,모바일웹,20190129
"적립금,무통장입금",D-20190129-0000787-01,2019-01-29 오후 6:49,2019-02-02 오전 5:32,63470,1373,1,모바일웹,20190129
"적립금,무통장입금",D-20190129-0000787-02,2019-01-29 오후 6:49,2019-02-02 오전 5:32,75240,1374,1,모바일웹,20190129
"적립금,무통장입금",D-20190129-0000798-00,2019-01-30 오후 6:39,2019-02-03 오전 5:32,72270,378,1,모바일웹,20190129
"적립금,무통장입금",D-20190129-0000798-01,2019-01-30 오후 6:39,2019-02-03 오전 5:32,76400,608,1,모바일웹,20190129
무통장입금,D-20190129-0000817-00,2019-01-29 오후 6:49,2019-02-02 오전 5:32,94710,1058,1,PC쇼핑몰,20190129
카드,D-20190129-0000823-00,2019-01-29 오후 6:49,2019-02-02 오전 5:32,58410,455,1,모바일웹,20190129
무통장입금,D-20190129-0000831-01,2019-01-30 오후 6:40,2019-02-07 오전 1:35,116000,605,1,네이버 페이,20190129
무통장입금,D-20190129-0000845-00,2019-01-30 오후 6:38,2019-02-03 오전 5:32,87180,928,1,PC쇼핑몰,20190129
무통장입금,D-20190129-0000845-01,2019-01-30 오후 6:38,2019-02-03 오전 5:32,87010,931,1,PC쇼핑몰,20190129
무통장입금,D-20190129-0000851-00,2019-01-30 오후 6:38,2019-02-03 오전 5:32,94710,1058,1,PC쇼핑몰,20190129
무통장입금,D-20190129-0000851-01,2019-01-30 오후 6:38,2019-02-03 오전 5:32,150480,1374,2,PC쇼핑몰,20190129
무통장입금,D-20190129-0000851-02,2019-01-30 오후 6:38,2019-02-03 오전 5:32,63470,1373,1,PC쇼핑몰,20190129
무통장입금,D-20190129-0000862-00,2019-01-30 오후 6:38,2019-02-03 오전 5:32,78870,602,1,PC쇼핑몰,20190129
카드,D-20190129-0000877-00,2019-01-30 오후 6:38,2019-02-03 오전 5:32,75240,1374,1,모바일웹,20190129
카드,D-20190129-0000877-01,2019-01-30 오후 6:38,2019-02-03 오전 5:32,63470,1373,1,모바일웹,20190129
카드,D-20190129-0000881-00,2019-01-30 오후 6:38,2019-02-03 오전 5:32,78870,44,1,모바일웹,20190129
카드,D-20190129-0000893-00,2019-01-30 오후 6:38,2019-02-03 오전 5:32,82170,380,1,PC쇼핑몰,20190129
카드,D-20190129-0000893-01,2019-01-30 오후 6:38,2019-02-03 오전 5:32,13910,1267,1,PC쇼핑몰,20190129
카드,D-20190129-0000893-02,2019-01-30 오후 6:38,2019-02-03 오전 5:32,76400,608,1,PC쇼핑몰,20190129
카드,D-20190129-0000893-03,2019-01-30 오후 6:38,2019-02-03 오전 5:32,71450,1077,1,PC쇼핑몰,20190129
카드,D-20190129-0000906-00,2019-01-30 오후 6:38,2019-02-03 오전 5:32,63470,1373,1,모바일웹,20190129
카드,D-20190129-0000906-01,2019-01-30 오후 6:38,2019-02-03 오전 5:32,75240,1374,1,모바일웹,20190129
카드,D-20190129-0000906-02,2019-01-30 오후 6:38,2019-02-03 오전 5:32,96000,1375,1,모바일웹,20190129
"적립금,무통장입금",D-20190129-0000914-00,2019-02-08 오전 9:53,2019-02-12 오전 5:32,82170,380,1,PC쇼핑몰,20190129
"적립금,무통장입금",D-20190129-0000914-01,2019-02-08 오전 9:53,2019-02-12 오전 5:32,77220,379,1,PC쇼핑몰,20190129
무통장입금,D-20190129-0000941-00,2019-01-30 오후 6:38,2019-02-03 오전 5:32,56760,447,1,PC쇼핑몰,20190129
카드,D-20190129-0000958-00,2019-01-30 오후 6:38,2019-02-03 오전 5:32,52800,1326,1,모바일웹,20190129
카드,D-20190129-0000958-01,2019-01-30 오후 6:38,2019-02-03 오전 5:32,113520,445,2,모바일웹,20190129
무통장입금,D-20190129-0000972-00,2019-01-30 오후 6:38,2019-02-03 오전 5:32,132500,92,1,PC쇼핑몰,20190129
"적립금,무통장입금",D-20190129-0000985-00,2019-01-30 오후 6:38,2019-02-03 오전 5:32,96000,1375,1,PC쇼핑몰,20190129
"적립금,무통장입금",D-20190129-0000985-01,2019-01-30 오후 6:38,2019-02-03 오전 5:32,63470,1373,1,PC쇼핑몰,20190129
카드,D-20190129-0000997-00,2019-01-30 오후 6:38,2019-02-03 오전 5:32,77220,379,1,PC쇼핑몰,20190129
카드,D-20190129-0000997-01,2019-01-30 오후 6:38,2019-02-03 오전 5:32,82170,380,1,PC쇼핑몰,20190129
카드,D-20190129-0000997-02,2019-01-30 오후 6:38,2019-02-03 오전 5:32,76400,608,1,PC쇼핑몰,20190129
"적립금,무통장입금",D-20190129-0001004-00,2019-01-30 오후 6:38,2019-02-03 오전 5:32,78870,44,1,PC쇼핑몰,20190129
"적립금,무통장입금",D-20190129-0001004-01,2019-01-30 오후 6:38,2019-02-03 오전 5:32,75240,1374,1,PC쇼핑몰,20190129
무통장입금,D-20190129-0001010-01,2019-02-08 오전 9:54,2019-02-11 오전 11:03,54340,1144,1,네이버 페이,20190129
카드,D-20190129-0001021-00,2019-01-30 오후 6:38,2019-02-03 오전 5:32,56760,447,1,모바일웹,20190129
카드,D-20190129-0001021-01,2019-01-30 오후 6:38,2019-02-03 오전 5:32,124250,90,1,모바일웹,20190129
카드,D-20190129-0001021-02,2019-01-30 오후 6:38,2019-02-03 오전 5:32,140750,94,1,모바일웹,20190129
무통장입금,D-20190129-0001032-00,2019-01-30 오후 6:38,2019-02-03 오전 5:32,77220,379,1,PC쇼핑몰,20190129
무통장입금,D-20190129-0001040-00,2019-01-30 오후 6:38,2019-02-03 오전 5:32,71450,1077,1,모바일웹,20190129
무통장입금,D-20190129-0001053-00,2019-01-30 오후 6:38,2019-02-03 오전 5:32,68970,1091,1,PC쇼핑몰,20190129
무통장입금,D-20190129-0001053-01,2019-01-30 오후 6:38,2019-02-03 오전 5:32,27820,1267,2,PC쇼핑몰,20190129
무통장입금,D-20190129-0001061-00,2019-01-30 오후 6:38,2019-02-03 오전 5:32,56760,446,1,PC쇼핑몰,20190129
무통장입금,D-20190129-0001061-01,2019-01-30 오후 6:38,2019-02-03 오전 5:32,38390,140,1,PC쇼핑몰,20190129
무통장입금,D-20190129-0001072-00,2019-01-30 오후 6:38,2019-02-03 오전 5:32,77220,379,1,PC쇼핑몰,20190129
무통장입금,D-20190129-0001089-00,2019-01-30 오후 6:38,2019-02-03 오전 5:32,72270,378,1,PC쇼핑몰,20190129
무통장입금,D-20190129-0001091-00,2019-01-30 오후 6:38,2019-02-03 오전 5:32,75570,1069,1,PC쇼핑몰,20190129
무통장입금,D-20190129-0001091-01,2019-01-30 오후 6:38,2019-02-03 오전 5:32,78870,44,1,PC쇼핑몰,20190129
카드,D-20190129-0001106-01,2019-01-30 오후 6:40,2019-02-04 오후 6:24,71500,1341,1,네이버 페이,20190129
카드,D-20190129-0001123-00,2019-01-30 오후 6:38,2019-02-03 오전 5:32,119020,88,1,PC쇼핑몰,20190129
무통장입금,D-20190129-0001131-00,2019-01-30 오후 6:38,2019-02-03 오전 5:32,58410,455,1,모바일웹,20190129
카드,D-20190129-0001145-00,2019-01-30 오후 6:38,2019-02-03 오전 5:32,58410,455,1,모바일웹,20190129
"카드,무통장입금",D-20190126-0000257-06,2019-02-08 오후 7:15,2019-02-12 오전 5:32,49060,1343,1,모바일웹,20190126
무통장입금,D-20190129-0001153-00,2019-01-30 오후 6:38,2019-02-03 오전 5:32,75240,1374,1,PC쇼핑몰,20190129
무통장입금,D-20190129-0001161-00,2019-01-30 오후 6:38,2019-02-03 오전 5:32,107910,1059,1,PC쇼핑몰,20190129
무통장입금,D-20190129-0001161-01,2019-01-30 오후 6:38,2019-02-03 오전 5:32,94710,1058,1,PC쇼핑몰,20190129
실시간계좌이체,D-20190129-0001173-01,2019-01-30 오후 6:40,2019-02-08 오전 5:21,41910,1350,1,네이버 페이,20190129
카드,D-20190129-0001185-00,2019-01-30 오후 6:38,2019-02-03 오전 5:32,78870,602,1,모바일웹,20190129
무통장입금,D-20190129-0001190-00,2019-01-30 오후 6:38,2019-02-03 오전 5:32,83550,962,1,모바일웹,20190129
"적립금,무통장입금",D-20190129-0001211-00,2019-01-30 오후 6:38,2019-02-03 오전 5:32,142900,1077,2,모바일웹,20190129
카드,D-20190129-0001224-00,2019-01-30 오후 6:38,2019-02-03 오전 5:32,66500,47,1,모바일웹,20190129
무통장입금,D-20190130-0000013-00,2019-01-30 오후 6:38,2019-02-03 오전 5:32,116000,605,1,PC쇼핑몰,20190130
무통장입금,D-20190130-0000029-00,2019-01-30 오후 6:38,2019-02-03 오전 5:32,83550,962,1,모바일웹,20190130
무통장입금,D-20190130-0000031-00,2019-02-08 오전 9:53,2019-02-12 오전 5:32,93100,108,1,PC쇼핑몰,20190130
무통장입금,D-20190130-0000031-01,2019-02-08 오전 9:53,2019-02-12 오전 5:32,94270,483,1,PC쇼핑몰,20190130
무통장입금,D-20190130-0000031-02,2019-02-08 오전 9:53,2019-02-12 오전 5:32,95110,1318,1,PC쇼핑몰,20190130
무통장입금,D-20190130-0000031-03,2019-02-08 오전 9:53,2019-02-12 오전 5:32,68530,1314,1,PC쇼핑몰,20190130
무통장입금,D-20190130-0000031-04,2019-02-08 오전 9:53,2019-02-12 오전 5:32,83730,1317,1,PC쇼핑몰,20190130
무통장입금,D-20190130-0000031-05,2019-02-08 오전 9:53,2019-02-12 오전 5:32,83550,1316,1,PC쇼핑몰,20190130
카드,D-20190130-0000044-00,2019-01-30 오후 6:38,2019-02-03 오전 5:32,119020,88,1,PC쇼핑몰,20190130
카드,D-20190130-0000056-00,2019-01-30 오후 6:38,2019-02-03 오전 5:32,82170,45,1,모바일웹,20190130
무통장입금,D-20190130-0000065-00,2019-01-30 오후 6:38,2019-02-03 오전 5:32,229900,84,2,모바일웹,20190130
무통장입금,D-20190130-0000065-01,2019-01-30 오후 6:38,2019-02-03 오전 5:32,38320,1297,1,모바일웹,20190130
무통장입금,D-20190130-0000072-00,2019-01-30 오후 6:38,2019-02-03 오전 5:32,81600,1085,1,모바일웹,20190130
무통장입금,D-20190130-0000086-00,2019-01-30 오후 6:38,2019-02-03 오전 5:32,88770,478,1,PC쇼핑몰,20190130
카드,D-20190130-0000104-00,2019-01-30 오후 6:38,2019-02-03 오전 5:32,63470,1373,1,모바일웹,20190130
카드,D-20190130-0000104-01,2019-01-30 오후 6:38,2019-02-03 오전 5:32,75240,1374,1,모바일웹,20190130
카드,D-20190130-0000104-02,2019-02-08 오전 9:53,2019-02-12 오전 5:32,94710,1106,1,모바일웹,20190130
무통장입금,D-20190130-0000118-00,2019-01-30 오후 6:38,2019-02-03 오전 5:32,75240,1374,1,모바일웹,20190130
무통장입금,D-20190130-0000118-01,2019-01-30 오후 6:38,2019-02-03 오전 5:32,96000,1375,1,모바일웹,20190130
무통장입금,D-20190130-0000140-00,2019-01-30 오후 6:38,2019-02-03 오전 5:32,116820,455,2,PC쇼핑몰,20190130
카드,D-20190130-0000154-00,2019-01-30 오후 6:38,2019-02-03 오전 5:32,33000,488,1,모바일웹,20190130
무통장입금,D-20190130-0000165-00,2019-01-30 오후 6:38,2019-02-03 오전 5:32,126940,1373,2,PC쇼핑몰,20190130
무통장입금,D-20190130-0000183-00,2019-01-30 오후 6:38,2019-02-03 오전 5:32,68970,38,1,PC쇼핑몰,20190130
무통장입금,D-20190130-0000183-01,2019-01-30 오후 6:38,2019-02-03 오전 5:32,132500,92,1,PC쇼핑몰,20190130
카드,D-20190130-0000209-00,2019-01-30 오후 6:38,2019-02-03 오전 5:32,86790,451,1,PC쇼핑몰,20190130
무통장입금,D-20190130-0000210-00,2019-01-30 오후 6:38,2019-02-03 오전 5:32,78870,603,1,모바일웹,20190130
무통장입금,D-20190130-0000210-01,2019-01-30 오후 6:38,2019-02-03 오전 5:32,82170,1071,1,모바일웹,20190130
무통장입금,D-20190130-0000225-00,2019-01-30 오후 6:38,2019-02-03 오전 5:32,244800,1085,3,모바일웹,20190130
무통장입금,D-20190130-0000225-01,2019-01-30 오후 6:38,2019-02-03 오전 5:32,134640,1282,2,모바일웹,20190130
무통장입금,D-20190130-0000242-00,2019-01-30 오후 6:38,2019-02-03 오전 5:32,248500,90,2,PC쇼핑몰,20190130
무통장입금,D-20190130-0000251-00,2019-01-30 오후 6:38,2019-02-03 오전 5:32,92070,46,1,PC쇼핑몰,20190130
무통장입금,D-20190130-0000267-00,2019-01-30 오후 6:38,2019-02-03 오전 5:32,58410,455,1,모바일웹,20190130
"적립금,무통장입금",D-20190130-0000278-00,2019-01-30 오후 6:38,2019-02-03 오전 5:32,113520,447,2,모바일웹,20190130
카드,D-20190130-0000283-00,2019-01-30 오후 6:38,2019-02-03 오전 5:32,124250,90,1,PC쇼핑몰,20190130
무통장입금,D-20190130-0000298-00,2019-01-30 오후 6:38,2019-02-03 오전 5:32,73920,1089,1,PC쇼핑몰,20190130
무통장입금,D-20190130-0000298-01,2019-01-30 오후 6:38,2019-02-03 오전 5:32,76400,608,1,PC쇼핑몰,20190130
무통장입금,D-20190130-0000298-02,2019-01-30 오후 6:38,2019-02-03 오전 5:32,72270,378,1,PC쇼핑몰,20190130
무통장입금,D-20190130-0000298-03,2019-01-30 오후 6:38,2019-02-03 오전 5:32,96000,1375,1,PC쇼핑몰,20190130
무통장입금,D-20190130-0000298-04,2019-01-30 오후 6:38,2019-02-03 오전 5:32,126940,1373,2,PC쇼핑몰,20190130
카드,D-20190130-0000301-01,2019-01-30 오후 6:50,2019-02-04 오후 7:02,78870,1070,1,네이버 페이,20190130
무통장입금,D-20190130-0000311-00,2019-01-30 오후 6:38,2019-02-03 오전 5:32,68970,38,1,PC쇼핑몰,20190130
카드,D-20190130-0000322-01,2019-01-30 오후 6:40,2019-02-08 오전 8:01,23320,1268,2,네이버 페이,20190130
카드,D-20190130-0000322-02,2019-01-30 오후 6:40,2019-02-08 오전 8:01,152800,608,2,네이버 페이,20190130
무통장입금,D-20190130-0000334-00,2019-01-30 오후 6:38,2019-02-03 오전 5:32,63470,1373,1,PC쇼핑몰,20190130
무통장입금,D-20190130-0000334-01,2019-01-30 오후 6:38,2019-02-03 오전 5:32,75240,1374,1,PC쇼핑몰,20190130
"적립금,카드",D-20190130-0000346-00,2019-01-30 오후 6:38,2019-02-03 오전 5:32,142900,1077,2,PC쇼핑몰,20190130
"적립금,카드",D-20190130-0000346-01,2019-01-30 오후 6:38,2019-02-03 오전 5:32,58410,455,1,PC쇼핑몰,20190130
무통장입금,D-20190130-0000354-00,2019-01-30 오후 6:38,2019-02-03 오전 5:32,53790,250,1,PC쇼핑몰,20190130
무통장입금,D-20190130-0000362-00,2019-02-08 오전 9:53,2019-02-12 오전 5:32,68970,38,1,PC쇼핑몰,20190130
무통장입금,D-20190130-0000377-00,2019-01-30 오후 6:38,2019-02-03 오전 5:32,53790,250,1,PC쇼핑몰,20190130
카드,D-20190130-0000385-00,2019-01-30 오후 6:38,2019-02-03 오전 5:32,70620,1275,1,모바일웹,20190130
카드,D-20190130-0000385-01,2019-01-30 오후 6:38,2019-02-03 오전 5:32,76400,608,1,모바일웹,20190130
무통장입금,D-20190130-0000398-00,2019-01-30 오후 6:38,2019-02-03 오전 5:32,152800,608,2,모바일웹,20190130
카드,D-20190130-0000403-01,2019-01-30 오후 6:40,2019-02-04 오전 11:17,74910,396,1,네이버 페이,20190130
무통장입금,D-20190130-0000419-00,2019-01-30 오후 6:38,2019-02-03 오전 5:32,27820,1267,2,모바일웹,20190130
카드,D-20190130-0000423-00,2019-01-30 오후 6:38,2019-02-03 오전 5:32,71450,1077,1,PC쇼핑몰,20190130
카드,D-20190130-0000436-00,2019-01-30 오후 6:38,2019-02-03 오전 5:32,76400,608,1,PC쇼핑몰,20190130
카드,D-20190130-0000445-00,2019-01-30 오후 6:38,2019-02-03 오전 5:32,56760,446,1,PC쇼핑몰,20190130
카드,D-20190130-0000451-00,2019-01-30 오후 6:38,2019-02-03 오전 5:32,73920,43,1,PC쇼핑몰,20190130
카드,D-20190130-0000463-00,2019-01-30 오후 6:38,2019-02-03 오전 5:32,82170,45,1,PC쇼핑몰,20190130
카드,D-20190130-0000476-00,2019-01-30 오후 6:38,2019-02-03 오전 5:32,92070,1340,1,PC쇼핑몰,20190130
카드,D-20190130-0000489-00,2019-01-30 오후 6:38,2019-02-03 오전 5:32,71500,1341,1,PC쇼핑몰,20190130
카드,D-20190130-0000494-00,2019-01-30 오후 6:38,2019-02-03 오전 5:32,71450,1077,1,PC쇼핑몰,20190130
카드,D-20190130-0000515-00,2019-01-30 오후 6:38,2019-02-03 오전 5:32,82170,45,1,PC쇼핑몰,20190130
카드,D-20190130-0000515-01,2019-01-30 오후 6:38,2019-02-03 오전 5:32,56760,446,1,PC쇼핑몰,20190130
카드,D-20190130-0000524-00,2019-02-08 오후 7:15,2019-02-12 오전 5:32,25000,1408,1,모바일웹,20190130
카드,D-20190130-0000524-01,2019-01-30 오후 6:38,2019-02-03 오전 5:32,65670,252,1,모바일웹,20190130
카드,D-20190130-0000524-02,2019-01-30 오후 6:38,2019-02-03 오전 5:32,87180,928,1,모바일웹,20190130
무통장입금,D-20190130-0000533-00,2019-01-30 오후 6:38,2019-02-03 오전 5:32,138270,76,1,모바일웹,20190130
무통장입금,D-20190130-0000541-00,2019-01-30 오후 6:38,2019-02-03 오전 5:32,68970,38,1,PC쇼핑몰,20190130
무통장입금,D-20190130-0000559-00,2019-01-30 오후 6:38,2019-02-03 오전 5:32,11660,1268,1,PC쇼핑몰,20190130
무통장입금,D-20190130-0000559-02,2019-01-30 오후 6:38,2019-02-03 오전 5:32,76400,608,1,PC쇼핑몰,20190130
무통장입금,D-20190130-0000588-00,2019-01-30 오후 6:38,2019-02-03 오전 5:32,157740,603,2,PC쇼핑몰,20190130
무통장입금,D-20190130-0000588-01,2019-01-30 오후 6:38,2019-02-03 오전 5:32,151140,1069,2,PC쇼핑몰,20190130
카드,D-20190130-0000594-01,2019-01-30 오후 6:40,2019-02-08 오전 8:31,70620,42,1,네이버 페이,20190130
무통장입금,D-20190130-0000608-00,2019-02-08 오전 9:53,2019-02-12 오전 5:32,73920,43,1,PC쇼핑몰,20190130
무통장입금,D-20190130-0000608-01,2019-02-08 오전 9:53,2019-02-12 오전 5:32,71450,1077,1,PC쇼핑몰,20190130
무통장입금,D-20190130-0000615-00,2019-01-30 오후 6:38,2019-02-03 오전 5:32,13910,1267,1,PC쇼핑몰,20190130
무통장입금,D-20190130-0000615-01,2019-01-30 오후 6:38,2019-02-03 오전 5:32,116000,605,1,PC쇼핑몰,20190130
무통장입금,D-20190130-0000628-00,2019-01-30 오후 6:38,2019-02-03 오전 5:32,124250,90,1,PC쇼핑몰,20190130
무통장입금,D-20190130-0000628-01,2019-01-30 오후 6:38,2019-02-03 오전 5:32,72270,378,1,PC쇼핑몰,20190130
무통장입금,D-20190130-0000631-00,2019-02-08 오전 9:53,2019-02-12 오전 5:32,107910,1059,1,PC쇼핑몰,20190130
무통장입금,D-20190130-0000631-01,2019-02-08 오전 9:53,2019-02-12 오전 5:32,94710,1058,1,PC쇼핑몰,20190130
무통장입금,D-20190130-0000631-02,2019-02-08 오전 9:53,2019-02-12 오전 5:32,96000,1375,1,PC쇼핑몰,20190130
카드,D-20190130-0000643-00,2019-01-30 오후 6:38,2019-02-03 오전 5:32,75240,1374,1,PC쇼핑몰,20190130
카드,D-20190130-0000643-01,2019-01-30 오후 6:38,2019-02-03 오전 5:32,96000,1375,1,PC쇼핑몰,20190130
카드,D-20190130-0000653-00,2019-01-30 오후 6:38,2019-02-03 오전 5:32,116000,605,1,PC쇼핑몰,20190130
"쿠폰,무통장입금",D-20190130-0000689-00,2019-01-30 오후 6:38,2019-02-03 오전 5:32,83730,1317,1,모바일웹,20190130
"쿠폰,무통장입금",D-20190130-0000689-01,2019-01-30 오후 6:38,2019-02-03 오전 5:32,68530,1314,1,모바일웹,20190130
"쿠폰,무통장입금",D-20190130-0000689-02,2019-01-30 오후 6:38,2019-02-03 오전 5:32,67320,1282,1,모바일웹,20190130
"쿠폰,무통장입금",D-20190130-0000689-03,2019-01-30 오후 6:38,2019-02-03 오전 5:32,76400,608,1,모바일웹,20190130
무통장입금,D-20190130-0000697-00,2019-01-30 오후 6:38,2019-02-03 오전 5:32,51810,248,1,PC쇼핑몰,20190130
카드,D-20190130-0000704-00,2019-01-30 오후 6:38,2019-02-03 오전 5:32,63470,1373,1,모바일웹,20190130
카드,D-20190130-0000704-01,2019-01-30 오후 6:38,2019-02-03 오전 5:32,75240,1374,1,모바일웹,20190130
카드,D-20190130-0000704-02,2019-02-08 오전 9:53,2019-02-12 오전 5:32,107910,1059,1,모바일웹,20190130
카드,D-20190130-0000704-03,2019-02-08 오전 9:53,2019-02-12 오전 5:32,94710,1106,1,모바일웹,20190130
카드,D-20190130-0000704-04,2019-01-30 오후 6:38,2019-02-03 오전 5:32,96000,1375,1,모바일웹,20190130
카드,D-20190130-0000713-00,2019-01-30 오후 6:38,2019-02-03 오전 5:32,42350,1283,1,모바일웹,20190130
카드,D-20190130-0000713-02,2019-01-30 오후 6:38,2019-02-03 오전 5:32,109620,1358,1,모바일웹,20190130
무통장입금,D-20190130-0000725-00,2019-01-30 오후 6:38,2019-02-03 오전 5:32,72270,378,1,모바일웹,20190130
무통장입금,D-20190130-0000739-00,2019-01-30 오후 6:38,2019-02-03 오전 5:32,66500,47,1,모바일웹,20190130
무통장입금,D-20190130-0000744-00,2019-01-30 오후 6:38,2019-02-03 오전 5:32,75240,1374,1,PC쇼핑몰,20190130
카드,D-20190130-0000750-00,2019-01-30 오후 6:38,2019-02-03 오전 5:32,11290,1265,1,모바일웹,20190130
카드,D-20190130-0000750-01,2019-01-30 오후 6:38,2019-02-03 오전 5:32,41910,1350,1,모바일웹,20190130
카드,D-20190130-0000750-02,2019-01-30 오후 6:38,2019-02-03 오전 5:32,38320,1297,1,모바일웹,20190130
카드,D-20190130-0000750-03,2019-01-30 오후 6:38,2019-02-03 오전 5:32,110880,1190,1,모바일웹,20190130
카드,D-20190130-0000750-04,2019-01-30 오후 6:38,2019-02-03 오전 5:32,109620,1358,1,모바일웹,20190130
카드,D-20190130-0000750-05,2019-02-08 오전 9:53,2019-02-12 오전 5:32,107910,1059,1,모바일웹,20190130
휴대폰,D-20190130-0000762-01,2019-01-30 오후 6:40,2019-02-08 오전 8:39,75240,1374,1,네이버 페이,20190130
무통장입금,D-20190130-0000775-00,2019-01-30 오후 6:38,2019-02-03 오전 5:32,56760,447,1,PC쇼핑몰,20190130
휴대폰,D-20190130-0000788-01,2019-01-30 오후 6:40,2019-02-08 오전 8:39,63470,1373,1,네이버 페이,20190130
무통장입금,D-20190130-0000793-00,2019-02-08 오전 9:53,2019-02-12 오전 5:32,107910,1059,1,PC쇼핑몰,20190130
무통장입금,D-20190130-0000793-01,2019-02-08 오전 9:53,2019-02-12 오전 5:32,75240,1374,1,PC쇼핑몰,20190130
무통장입금,D-20190130-0000793-02,2019-02-08 오전 9:53,2019-02-12 오전 5:32,63470,1373,1,PC쇼핑몰,20190130
카드,D-20190130-0000808-00,2019-01-30 오후 6:38,2019-02-03 오전 5:32,16150,1266,1,모바일웹,20190130
카드,D-20190130-0000808-02,2019-01-30 오후 6:38,2019-02-03 오전 5:32,11660,1268,1,모바일웹,20190130
무통장입금,D-20190130-0000819-00,2019-02-08 오전 9:53,2019-02-12 오전 5:32,87120,188,1,PC쇼핑몰,20190130
무통장입금,D-20190130-0000826-00,2019-01-30 오후 6:38,2019-02-03 오전 5:32,27820,1267,2,PC쇼핑몰,20190130
카드,D-20190130-0000835-00,2019-02-08 오전 9:53,2019-02-12 오전 5:32,75570,437,1,모바일웹,20190130
무통장입금,D-20190130-0000854-00,2019-02-08 오전 9:53,2019-02-12 오전 5:32,120120,1082,1,PC쇼핑몰,20190130
무통장입금,D-20190130-0000862-00,2019-02-08 오전 9:53,2019-02-12 오전 5:32,107910,1059,1,PC쇼핑몰,20190130
무통장입금,D-20190130-0000871-01,2019-02-08 오전 9:46,2019-02-10 오후 5:42,115170,68,1,네이버 페이,20190130
카드,D-20190130-0000906-00,2019-02-08 오전 9:53,2019-02-12 오전 5:32,82170,1071,1,모바일웹,20190130
무통장입금,D-20190130-0000917-00,2019-02-08 오전 9:53,2019-02-12 오전 5:32,108570,382,1,PC쇼핑몰,20190130
"적립금,무통장입금",D-20190130-0000924-00,2019-02-08 오전 9:53,2019-02-12 오전 5:32,75240,1374,1,PC쇼핑몰,20190130
"적립금,무통장입금",D-20190130-0000924-01,2019-02-08 오전 9:53,2019-02-12 오전 5:32,63470,1373,1,PC쇼핑몰,20190130
무통장입금,D-20190130-0000931-01,2019-02-08 오전 9:45,2019-02-20 오후 5:37,83550,1316,1,네이버 페이,20190130
무통장입금,D-20190130-0000931-02,2019-02-08 오전 9:45,2019-02-20 오후 5:37,137060,1314,2,네이버 페이,20190130
무통장입금,D-20190130-0000940-00,2019-02-08 오전 9:53,2019-02-12 오전 5:32,77220,379,1,PC쇼핑몰,20190130
무통장입금,D-20190130-0000940-01,2019-02-08 오전 9:53,2019-02-12 오전 5:32,66500,47,1,PC쇼핑몰,20190130
무통장입금,D-20190130-0000959-00,2019-02-08 오전 9:53,2019-02-12 오전 5:32,77220,379,1,PC쇼핑몰,20190130
무통장입금,D-20190130-0000959-01,2019-02-08 오전 9:53,2019-02-12 오전 5:32,82170,380,1,PC쇼핑몰,20190130
무통장입금,D-20190130-0000973-00,2019-02-08 오전 9:53,2019-02-12 오전 5:32,71450,1077,1,PC쇼핑몰,20190130
카드,D-20190130-0000989-00,2019-02-08 오전 9:53,2019-02-12 오전 5:32,63470,1373,1,모바일웹,20190130
"적립금,무통장입금",D-20190130-0000995-00,2019-02-08 오전 9:53,2019-02-12 오전 5:32,108570,382,1,모바일웹,20190130
카드,D-20190130-0001004-00,2019-02-08 오전 9:53,2019-02-12 오전 5:32,157740,603,2,PC쇼핑몰,20190130
무통장입금,D-20190130-0001019-00,2019-02-08 오전 9:53,2019-02-12 오전 5:32,67320,1282,1,PC쇼핑몰,20190130
