결제수단,배송번호,배송시작일,배송완료일,상품구매금액,상품번호,수량,주문경로,주문일
무통장입금,D-20181227-0000648-00,2019-01-07 오전 8:56,2019-01-11 오전 5:32,71450,1077,1,PC쇼핑몰,20181227
무통장입금,D-20181229-0000119-00,2019-01-03 오전 9:30,2019-01-07 오전 5:32,141240,42,2,모바일웹,20181229
무통장입금,D-20181230-0000100-00,2019-01-03 오전 9:30,2019-01-07 오전 5:32,13910,1271,1,모바일웹,20181230
무통장입금,D-20181231-0000087-00,2019-01-03 오전 9:30,2019-01-07 오전 5:32,81600,1085,1,모바일웹,20181231
무통장입금,D-20181231-0000108-00,2019-01-07 오전 8:56,2019-01-11 오전 5:32,94710,1106,1,모바일웹,20181231
무통장입금,D-20181231-0000108-01,2019-01-07 오전 8:56,2019-01-11 오전 5:32,75240,1374,1,모바일웹,20181231
무통장입금,D-20181231-0000184-00,2019-01-03 오전 9:30,2019-01-07 오전 5:32,82170,1071,1,PC쇼핑몰,20181231
무통장입금,D-20181231-0000184-01,2019-01-03 오전 9:30,2019-01-07 오전 5:32,63470,1373,1,PC쇼핑몰,20181231
무통장입금,D-20181231-0000184-02,2019-01-03 오전 9:30,2019-01-07 오전 5:32,300960,1374,4,PC쇼핑몰,20181231
무통장입금,D-20181231-0000184-03,2019-01-03 오전 9:30,2019-01-07 오전 5:32,121110,1037,1,PC쇼핑몰,20181231
무통장입금,D-20181231-0000205-00,2019-01-03 오전 9:30,2019-01-07 오전 5:32,94710,1058,1,PC쇼핑몰,20181231
무통장입금,D-20181231-0000205-01,2019-01-03 오전 9:30,2019-01-07 오전 5:32,107910,1059,-1,PC쇼핑몰,20181231
무통장입금,D-20181231-0000205-02,2019-01-03 오전 9:30,2019-01-07 오전 5:32,82170,1071,1,PC쇼핑몰,20181231
무통장입금,D-20181231-0000205-03,2019-01-03 오전 9:30,2019-01-07 오전 5:32,63470,1373,1,PC쇼핑몰,20181231
무통장입금,D-20181231-0000205-04,2019-01-03 오전 9:30,2019-01-07 오전 5:32,75240,1374,1,PC쇼핑몰,20181231
무통장입금,D-20181231-0000205-05,2019-01-03 오전 9:30,2019-01-07 오전 5:32,121110,1037,1,PC쇼핑몰,20181231
무통장입금,D-20181231-0000211-00,2019-01-03 오전 9:30,2019-01-07 오전 5:32,126940,1373,2,PC쇼핑몰,20181231
무통장입금,D-20181231-0000211-01,2019-01-03 오전 9:30,2019-01-07 오전 5:32,75240,1374,1,PC쇼핑몰,20181231
무통장입금,D-20181231-0000211-02,2019-01-03 오전 9:30,2019-01-07 오전 5:32,121110,1037,1,PC쇼핑몰,20181231
무통장입금,D-20181231-0000211-03,2019-01-03 오전 9:30,2019-01-07 오전 5:32,75240,1374,1,PC쇼핑몰,20181231
무통장입금,D-20181231-0000373-00,2019-01-03 오전 9:30,2019-01-07 오전 5:32,71450,1077,1,PC쇼핑몰,20181231
"적립금,무통장입금",D-20181231-0000512-00,2019-01-03 오전 9:30,2019-01-07 오전 5:32,115170,68,1,모바일웹,20181231
무통장입금,D-20181231-0000635-00,2019-01-03 오전 9:30,2019-01-07 오전 5:32,78870,603,-1,PC쇼핑몰,20181231
무통장입금,D-20181231-0000650-00,2019-01-03 오전 9:30,2019-01-07 오전 5:32,76400,608,1,PC쇼핑몰,20181231
무통장입금,D-20181231-0000664-00,2019-01-03 오후 6:19,2019-01-07 오전 5:32,116820,455,2,PC쇼핑몰,20181231
무통장입금,D-20181231-0000727-00,2019-01-03 오후 6:19,2019-01-07 오전 5:32,190420,1322,2,모바일웹,20181231
무통장입금,D-20181231-0000745-00,2019-01-03 오전 9:30,2019-01-07 오전 5:32,70620,1275,1,PC쇼핑몰,20181231
"적립금,무통장입금",D-20181231-0000766-00,2019-01-03 오전 9:30,2019-01-07 오전 5:32,126940,1373,2,모바일웹,20181231
"적립금,무통장입금",D-20181231-0000766-01,2019-01-03 오전 9:30,2019-01-07 오전 5:32,75240,1374,1,모바일웹,20181231
"적립금,무통장입금",D-20181231-0000766-02,2019-01-03 오전 9:30,2019-01-07 오전 5:32,41910,1205,1,모바일웹,20181231
무통장입금,D-20181231-0000777-00,2019-01-03 오전 9:30,2019-01-07 오전 5:32,75240,1374,1,PC쇼핑몰,20181231
무통장입금,D-20181231-0000777-01,2019-01-03 오전 9:30,2019-01-07 오전 5:32,63470,1373,1,PC쇼핑몰,20181231
무통장입금,D-20181231-0000891-00,2019-01-03 오전 9:30,2019-01-07 오전 5:32,58410,455,1,모바일웹,20181231
카드,D-20190101-0000017-00,2019-01-03 오전 9:30,2019-01-07 오전 5:32,233640,455,4,PC쇼핑몰,20190101
"적립금,무통장입금",D-20190101-0000023-00,2019-01-03 오전 9:30,2019-01-07 오전 5:32,94710,1106,1,모바일웹,20190101
"적립금,무통장입금",D-20190101-0000023-01,2019-01-03 오전 9:30,2019-01-07 오전 5:32,63470,1373,1,모바일웹,20190101
"적립금,무통장입금",D-20190101-0000023-02,2019-01-03 오전 9:30,2019-01-07 오전 5:32,150480,1374,2,모바일웹,20190101
카드,D-20190101-0000038-00,2019-01-03 오전 9:30,2019-01-07 오전 5:32,78870,1070,1,모바일웹,20190101
카드,D-20190101-0000038-01,2019-01-03 오후 6:19,2019-01-07 오전 5:32,93720,1230,1,모바일웹,20190101
카드,D-20190101-0000038-02,2019-01-03 오전 9:30,2019-01-07 오전 5:32,71450,1077,1,모바일웹,20190101
카드,D-20190101-0000049-01,2019-01-03 오전 9:32,2019-01-07 오후 7:01,132500,92,1,네이버 페이,20190101
카드,D-20190101-0000055-01,2019-01-03 오전 9:32,2019-01-09 오후 3:47,42350,1283,1,네이버 페이,20190101
무통장입금,D-20190101-0000061-00,2019-01-03 오전 9:28,2019-01-07 오전 5:32,83050,961,1,모바일웹,20190101
무통장입금,D-20190101-0000061-01,2019-01-03 오전 9:28,2019-01-07 오전 5:32,69850,949,1,모바일웹,20190101
무통장입금,D-20190101-0000061-02,2019-01-03 오전 9:28,2019-01-07 오전 5:32,111800,110,1,모바일웹,20190101
카드,D-20190101-0000092-00,2019-01-03 오전 9:28,2019-01-07 오전 5:32,108570,382,1,모바일웹,20190101
카드,D-20190101-0000092-01,2019-01-03 오전 9:28,2019-01-07 오전 5:32,92070,381,1,모바일웹,20190101
적립금,D-20190101-0000106-01,2019-01-03 오전 9:30,2019-01-13 오전 7:19,68970,38,1,네이버 페이,20190101
"적립금,무통장입금",D-20190101-0000119-00,2019-01-03 오전 9:28,2019-01-07 오전 5:32,82170,1071,1,PC쇼핑몰,20190101
"적립금,무통장입금",D-20190101-0000119-01,2019-01-03 오전 9:28,2019-01-07 오전 5:32,94710,1106,1,PC쇼핑몰,20190101
"적립금,무통장입금",D-20190101-0000119-02,2019-01-03 오전 9:28,2019-01-07 오전 5:32,42350,1283,1,PC쇼핑몰,20190101
"적립금,무통장입금",D-20190101-0000119-03,2019-01-03 오전 9:28,2019-01-07 오전 5:32,121110,1037,1,PC쇼핑몰,20190101
"적립금,무통장입금",D-20190101-0000119-04,2019-01-03 오전 9:28,2019-01-07 오전 5:32,156420,1180,2,PC쇼핑몰,20190101
"적립금,무통장입금",D-20190101-0000119-05,2019-01-03 오전 9:28,2019-01-07 오전 5:32,75240,1374,1,PC쇼핑몰,20190101
카드,D-20190101-0000122-00,2019-01-03 오전 9:28,2019-01-07 오전 5:32,116000,605,1,PC쇼핑몰,20190101
카드,D-20190101-0000137-00,2019-01-03 오전 9:28,2019-01-07 오전 5:32,84590,1324,1,PC쇼핑몰,20190101
카드,D-20190101-0000137-01,2019-01-03 오전 9:28,2019-01-07 오전 5:32,78870,603,1,PC쇼핑몰,20190101
카드,D-20190101-0000145-01,2019-01-03 오전 9:30,2019-01-07 오후 6:01,78870,603,1,네이버 페이,20190101
휴대폰,D-20190101-0000153-01,2019-01-03 오전 9:30,2019-01-03 오후 11:15,41910,1350,1,네이버 페이,20190101
휴대폰,D-20190101-0000153-02,2019-01-03 오전 9:30,2019-01-03 오후 11:15,87120,1233,1,네이버 페이,20190101
휴대폰,D-20190101-0000153-03,2019-01-03 오전 9:30,2019-01-03 오후 11:15,99660,1235,1,네이버 페이,20190101
무통장입금,D-20190101-0000164-00,2019-01-03 오전 9:28,2019-01-07 오전 5:32,144540,378,2,모바일웹,20190101
카드,D-20190101-0000172-00,2019-01-03 오전 9:28,2019-01-07 오전 5:32,56760,447,1,모바일웹,20190101
카드,D-20190101-0000172-01,2019-01-03 오전 9:28,2019-01-07 오전 5:32,78870,602,1,모바일웹,20190101
"적립금,무통장입금",D-20190101-0000181-00,2019-01-03 오전 9:28,2019-01-07 오전 5:32,76400,608,1,모바일웹,20190101
무통장입금,D-20190101-0000196-00,2019-01-07 오전 8:56,2019-01-11 오전 5:32,13910,1271,1,모바일웹,20190101
카드,D-20190101-0000202-00,2019-01-03 오전 9:28,2019-01-07 오전 5:32,71450,1077,1,모바일웹,20190101
카드,D-20190101-0000202-01,2019-01-03 오전 9:28,2019-01-07 오전 5:32,58410,455,1,모바일웹,20190101
카드,D-20190102-0000013-01,2019-01-03 오전 9:30,2019-01-08 오전 9:21,78870,603,1,네이버 페이,20190102
"적립금,무통장입금",D-20190102-0000025-00,2019-01-03 오전 9:28,2019-01-07 오전 5:32,142900,1077,2,모바일웹,20190102
"적립금,무통장입금",D-20190102-0000034-00,2019-01-03 오전 9:28,2019-01-07 오전 5:32,71450,1077,1,PC쇼핑몰,20190102
무통장입금,D-20190102-0000045-00,2019-01-03 오전 9:28,2019-01-07 오전 5:32,126940,1373,2,PC쇼핑몰,20190102
무통장입금,D-20190102-0000045-01,2019-01-03 오전 9:28,2019-01-07 오전 5:32,150480,1374,2,PC쇼핑몰,20190102
무통장입금,D-20190102-0000059-00,2019-01-03 오전 9:28,2019-01-07 오전 5:32,151470,78,1,PC쇼핑몰,20190102
"적립금,무통장입금",D-20190102-0000065-00,2019-01-03 오전 9:28,2019-01-07 오전 5:32,107910,1059,1,모바일웹,20190102
"적립금,무통장입금",D-20190102-0000065-01,2019-01-03 오전 9:28,2019-01-07 오전 5:32,94710,1106,1,모바일웹,20190102
"적립금,무통장입금",D-20190102-0000065-02,2019-01-03 오전 9:28,2019-01-07 오전 5:32,63470,1373,1,모바일웹,20190102
"적립금,무통장입금",D-20190102-0000065-03,2019-01-03 오전 9:28,2019-01-07 오전 5:32,75240,1374,1,모바일웹,20190102
"적립금,무통장입금",D-20190102-0000075-00,2019-01-03 오전 9:28,2019-01-07 오전 5:32,107910,1059,1,PC쇼핑몰,20190102
"적립금,무통장입금",D-20190102-0000075-01,2019-01-03 오전 9:28,2019-01-07 오전 5:32,101310,1055,1,PC쇼핑몰,20190102
"적립금,무통장입금",D-20190102-0000075-02,2019-01-03 오전 9:28,2019-01-07 오전 5:32,63470,1373,1,PC쇼핑몰,20190102
카드,D-20190102-0000081-00,2019-01-03 오전 9:28,2019-01-07 오전 5:32,87120,1233,1,PC쇼핑몰,20190102
무통장입금,D-20190102-0000091-00,2019-01-03 오전 9:28,2019-01-07 오전 5:32,101310,1055,1,PC쇼핑몰,20190102
무통장입금,D-20190102-0000091-01,2019-01-03 오전 9:28,2019-01-07 오전 5:32,225720,1374,3,PC쇼핑몰,20190102
무통장입금,D-20190102-0000091-02,2019-01-03 오전 9:28,2019-01-07 오전 5:32,253880,1373,4,PC쇼핑몰,20190102
무통장입금,D-20190102-0000101-00,2019-01-08 오전 8:43,2019-01-12 오전 5:32,70620,42,1,PC쇼핑몰,20190102
무통장입금,D-20190102-0000116-00,2019-01-03 오전 9:28,2019-01-07 오전 5:32,51810,248,1,PC쇼핑몰,20190102
무통장입금,D-20190102-0000116-01,2019-01-03 오전 9:28,2019-01-07 오전 5:32,58410,455,1,PC쇼핑몰,20190102
무통장입금,D-20190102-0000129-00,2019-01-03 오전 9:28,2019-01-07 오전 5:32,108570,382,1,PC쇼핑몰,20190102
무통장입금,D-20190102-0000129-01,2019-01-03 오전 9:28,2019-01-07 오전 5:32,92070,381,1,PC쇼핑몰,20190102
카드,D-20190102-0000131-00,2019-01-03 오전 9:28,2019-01-07 오전 5:32,16150,1270,1,모바일웹,20190102
카드,D-20190102-0000131-01,2019-01-03 오전 9:28,2019-01-07 오전 5:32,124250,90,1,모바일웹,20190102
카드,D-20190102-0000177-00,2019-01-03 오전 9:28,2019-01-07 오전 5:32,41910,1205,1,모바일웹,20190102
카드,D-20190102-0000185-00,2019-01-03 오후 6:19,2019-01-07 오전 5:32,189420,1105,2,PC쇼핑몰,20190102
카드,D-20190102-0000185-01,2019-01-03 오전 9:28,2019-01-07 오전 5:32,242220,1037,2,PC쇼핑몰,20190102
카드,D-20190102-0000185-02,2019-01-03 오전 9:28,2019-01-07 오전 5:32,150480,1374,2,PC쇼핑몰,20190102
카드,D-20190102-0000185-03,2019-01-03 오전 9:28,2019-01-07 오전 5:32,190410,1373,3,PC쇼핑몰,20190102
카드,D-20190102-0000193-00,2019-01-03 오전 9:28,2019-01-07 오전 5:32,78870,603,-1,모바일웹,20190102
카드,D-20190102-0000193-01,2019-01-03 오전 9:28,2019-01-07 오전 5:32,116820,455,2,모바일웹,20190102
카드,D-20190102-0000209-00,2019-01-03 오전 9:28,2019-01-07 오전 5:32,225720,1374,3,모바일웹,20190102
무통장입금,D-20190102-0000213-00,2019-01-03 오전 9:28,2019-01-07 오전 5:32,72270,378,1,PC쇼핑몰,20190102
무통장입금,D-20190102-0000213-01,2019-01-03 오전 9:28,2019-01-07 오전 5:32,60280,1334,1,PC쇼핑몰,20190102
카드,D-20190102-0000224-01,2019-01-03 오전 9:30,2019-01-08 오후 2:01,134640,1282,2,네이버 페이,20190102
무통장입금,D-20190102-0000237-00,2019-01-03 오후 6:19,2019-01-07 오전 5:32,107910,1059,1,PC쇼핑몰,20190102
무통장입금,D-20190102-0000237-01,2019-01-03 오후 6:19,2019-01-07 오전 5:32,94710,1106,1,PC쇼핑몰,20190102
무통장입금,D-20190102-0000237-02,2019-01-03 오후 6:19,2019-01-07 오전 5:32,75240,1374,1,PC쇼핑몰,20190102
무통장입금,D-20190102-0000242-01,2019-01-03 오전 9:30,2019-01-09 오후 1:01,123420,70,1,네이버 페이,20190102
카드,D-20190102-0000253-00,2019-01-03 오후 6:19,2019-01-07 오전 5:32,92070,1231,1,모바일웹,20190102
무통장입금,D-20190102-0000267-00,2019-01-08 오전 8:43,2019-01-12 오전 5:32,99660,1235,1,PC쇼핑몰,20190102
무통장입금,D-20190102-0000272-00,2019-01-03 오후 6:19,2019-01-07 오전 5:32,140750,94,1,PC쇼핑몰,20190102
무통장입금,D-20190102-0000281-00,2019-01-03 오전 9:28,2019-01-07 오전 5:32,101310,1055,1,PC쇼핑몰,20190102
무통장입금,D-20190102-0000281-01,2019-01-03 오전 9:28,2019-01-07 오전 5:32,253880,1373,4,PC쇼핑몰,20190102
무통장입금,D-20190102-0000281-02,2019-01-03 오전 9:28,2019-01-07 오전 5:32,150480,1374,2,PC쇼핑몰,20190102
카드,D-20190102-0000294-00,2019-01-03 오전 9:28,2019-01-07 오전 5:32,295900,592,2,PC쇼핑몰,20190102
카드,D-20190102-0000294-01,2019-01-03 오전 9:28,2019-01-07 오전 5:32,64900,593,2,PC쇼핑몰,20190102
무통장입금,D-20190102-0000305-00,2019-01-03 오전 9:28,2019-01-07 오전 5:32,68970,38,1,PC쇼핑몰,20190102
카드,D-20190102-0000314-00,2019-01-03 오전 9:28,2019-01-07 오전 5:32,295900,592,2,PC쇼핑몰,20190102
카드,D-20190102-0000314-01,2019-01-03 오전 9:28,2019-01-07 오전 5:32,64900,593,2,PC쇼핑몰,20190102
무통장입금,D-20190102-0000322-00,2019-01-03 오전 9:28,2019-01-07 오전 5:32,56760,446,1,PC쇼핑몰,20190102
무통장입금,D-20190102-0000342-00,2019-01-03 오전 9:28,2019-01-07 오전 5:32,253880,1373,4,모바일웹,20190102
무통장입금,D-20190102-0000342-01,2019-01-03 오전 9:28,2019-01-07 오전 5:32,376200,1374,5,모바일웹,20190102
무통장입금,D-20190102-0000352-00,2019-01-03 오전 9:28,2019-01-07 오전 5:32,150480,1374,2,PC쇼핑몰,20190102
카드,D-20190102-0000369-00,2019-01-03 오전 9:28,2019-01-07 오전 5:32,75240,1374,1,PC쇼핑몰,20190102
카드,D-20190102-0000369-01,2019-01-03 오전 9:28,2019-01-07 오전 5:32,63470,1373,1,PC쇼핑몰,20190102
무통장입금,D-20190102-0000384-00,2019-01-03 오전 9:28,2019-01-07 오전 5:32,83050,964,1,PC쇼핑몰,20190102
카드,D-20190102-0000398-00,2019-01-03 오전 9:28,2019-01-07 오전 5:32,71450,1077,1,모바일웹,20190102
무통장입금,D-20190102-0000403-00,2019-01-03 오전 9:28,2019-01-07 오전 5:32,70620,1275,1,PC쇼핑몰,20190102
카드,D-20190102-0000424-00,2019-01-03 오전 9:28,2019-01-07 오전 5:32,58410,455,1,모바일웹,20190102
카드,D-20190102-0000424-01,2019-01-03 오전 9:28,2019-01-07 오전 5:32,71450,1077,1,모바일웹,20190102
카드,D-20190102-0000431-00,2019-01-03 오전 9:28,2019-01-07 오전 5:32,76400,608,1,모바일웹,20190102
무통장입금,D-20190102-0000447-00,2019-01-03 오전 9:28,2019-01-07 오전 5:32,75570,437,1,PC쇼핑몰,20190102
무통장입금,D-20190102-0000447-01,2019-01-03 오전 9:28,2019-01-07 오전 5:32,233640,1167,2,PC쇼핑몰,20190102
카드,D-20190102-0000463-01,2019-01-03 오후 6:20,2019-01-28 오후 4:33,388080,1217,3,네이버 페이,20190102
"적립금,무통장입금",D-20190102-0000473-00,2019-01-03 오전 9:28,2019-01-07 오전 5:32,16150,1270,1,모바일웹,20190102
카드,D-20190102-0000498-01,2019-01-03 오후 6:20,2019-01-28 오후 4:15,129360,1217,1,네이버 페이,20190102
"적립금,무통장입금",D-20190102-0000532-00,2019-01-03 오후 6:19,2019-01-07 오전 5:32,92070,1232,1,PC쇼핑몰,20190102
"적립금,무통장입금",D-20190102-0000532-01,2019-01-03 오전 9:28,2019-01-07 오전 5:32,107910,1060,1,PC쇼핑몰,20190102
"적립금,무통장입금",D-20190102-0000532-02,2019-01-03 오전 9:28,2019-01-07 오전 5:32,78870,602,1,PC쇼핑몰,20190102
카드,D-20190102-0000544-00,2019-01-03 오전 9:28,2019-01-07 오전 5:32,113520,445,2,모바일웹,20190102
카드,D-20190102-0000554-00,2019-01-03 오전 9:28,2019-01-07 오전 5:32,132500,92,1,모바일웹,20190102
카드,D-20190102-0000567-00,2019-01-03 오전 9:28,2019-01-07 오전 5:32,116000,605,1,모바일웹,20190102
카드,D-20190102-0000578-00,2019-01-03 오전 9:28,2019-01-07 오전 5:32,236610,603,3,모바일웹,20190102
무통장입금,D-20190102-0000584-00,2019-01-03 오전 9:28,2019-01-07 오전 5:32,119020,88,1,PC쇼핑몰,20190102
무통장입금,D-20190102-0000584-01,2019-01-03 오전 9:28,2019-01-07 오전 5:32,140750,94,1,PC쇼핑몰,20190102
무통장입금,D-20190102-0000595-00,2019-01-03 오전 9:28,2019-01-07 오전 5:32,76400,608,1,PC쇼핑몰,20190102
무통장입금,D-20190102-0000595-01,2019-01-03 오전 9:28,2019-01-07 오전 5:32,142900,1077,2,PC쇼핑몰,20190102
카드,D-20190102-0000607-01,2019-01-03 오전 9:30,2019-01-08 오후 12:19,22110,217,1,네이버 페이,20190102
무통장입금,D-20190102-0000613-00,2019-01-03 오후 6:19,2019-01-07 오전 5:32,92070,1231,1,PC쇼핑몰,20190102
"적립금,가상계좌",D-20190102-0000624-00,2019-01-03 오후 6:19,2019-01-07 오전 5:32,164340,1071,2,PC쇼핑몰,20190102
"적립금,가상계좌",D-20190102-0000624-01,2019-01-03 오후 6:19,2019-01-07 오전 5:32,167100,962,2,PC쇼핑몰,20190102
"적립금,가상계좌",D-20190102-0000624-02,2019-01-03 오후 6:19,2019-01-07 오전 5:32,139700,949,2,PC쇼핑몰,20190102
카드,D-20190102-0000636-00,2019-01-03 오전 9:28,2019-01-07 오전 5:32,41910,1205,1,모바일웹,20190102
무통장입금,D-20190102-0000646-00,2019-01-03 오전 9:28,2019-01-07 오전 5:32,10170,1204,1,PC쇼핑몰,20190102
무통장입금,D-20190102-0000646-01,2019-01-03 오전 9:28,2019-01-07 오전 5:32,68530,1312,1,PC쇼핑몰,20190102
무통장입금,D-20190102-0000646-02,2019-01-03 오전 9:28,2019-01-07 오전 5:32,51810,248,1,PC쇼핑몰,20190102
무통장입금,D-20190102-0000657-00,2019-01-03 오전 9:28,2019-01-07 오전 5:32,83820,479,1,PC쇼핑몰,20190102
무통장입금,D-20190102-0000657-01,2019-01-03 오전 9:28,2019-01-07 오전 5:32,86790,451,1,PC쇼핑몰,20190102
무통장입금,D-20190102-0000667-00,2019-01-03 오전 9:28,2019-01-07 오전 5:32,75570,437,1,모바일웹,20190102
무통장입금,D-20190102-0000667-01,2019-01-03 오전 9:28,2019-01-07 오전 5:32,10170,1204,1,모바일웹,20190102
무통장입금,D-20190102-0000667-02,2019-01-03 오전 9:28,2019-01-07 오전 5:32,13910,1271,1,모바일웹,20190102
무통장입금,D-20190102-0000673-00,2019-01-03 오후 6:19,2019-01-07 오전 5:32,150480,1374,2,PC쇼핑몰,20190102
카드,D-20190102-0000685-01,2019-01-03 오전 9:30,2019-01-07 오후 2:10,140750,94,1,네이버 페이,20190102
무통장입금,D-20190102-0000691-00,2019-01-03 오전 9:28,2019-01-07 오전 5:32,107910,1059,1,PC쇼핑몰,20190102
무통장입금,D-20190102-0000691-01,2019-01-03 오전 9:28,2019-01-07 오전 5:32,107910,1060,1,PC쇼핑몰,20190102
무통장입금,D-20190102-0000707-00,2019-01-03 오전 9:28,2019-01-07 오전 5:32,78870,1070,1,모바일웹,20190102
무통장입금,D-20190102-0000707-01,2019-01-03 오전 9:28,2019-01-07 오전 5:32,150480,1374,2,모바일웹,20190102
무통장입금,D-20190102-0000718-00,2019-01-03 오전 9:28,2019-01-07 오전 5:32,83550,962,1,모바일웹,20190102
무통장입금,D-20190102-0000723-00,2019-01-03 오후 6:19,2019-01-07 오전 5:32,68530,1312,1,모바일웹,20190102
"적립금,카드",D-20190102-0000734-00,2019-01-03 오전 9:28,2019-01-07 오전 5:32,71450,1077,1,PC쇼핑몰,20190102
무통장입금,D-20190102-0000749-00,2019-01-03 오후 6:19,2019-01-07 오전 5:32,199100,1024,1,PC쇼핑몰,20190102
무통장입금,D-20190102-0000755-00,2019-01-03 오후 6:19,2019-01-07 오전 5:32,63470,1373,1,모바일웹,20190102
무통장입금,D-20190102-0000755-01,2019-01-03 오후 6:19,2019-01-07 오전 5:32,75240,1374,1,모바일웹,20190102
"적립금,무통장입금",D-20190102-0000768-00,2019-01-03 오전 9:28,2019-01-07 오전 5:32,68970,1091,1,PC쇼핑몰,20190102
"적립금,무통장입금",D-20190102-0000768-01,2019-01-03 오전 9:28,2019-01-07 오전 5:32,78870,1070,1,PC쇼핑몰,20190102
무통장입금,D-20190102-0000789-00,2019-01-03 오후 6:19,2019-01-07 오전 5:32,71450,1077,1,PC쇼핑몰,20190102
무통장입금,D-20190102-0000789-01,2019-01-03 오후 6:19,2019-01-07 오전 5:32,95110,1318,1,PC쇼핑몰,20190102
무통장입금,D-20190102-0000794-00,2019-01-03 오후 6:19,2019-01-07 오전 5:32,68970,38,1,PC쇼핑몰,20190102
무통장입금,D-20190102-0000794-01,2019-01-03 오후 6:19,2019-01-07 오전 5:32,131670,72,1,PC쇼핑몰,20190102
무통장입금,D-20190102-0000794-02,2019-01-03 오후 6:19,2019-01-07 오전 5:32,123420,70,1,PC쇼핑몰,20190102
무통장입금,D-20190102-0000801-00,2019-01-03 오후 6:19,2019-01-07 오전 5:32,70620,1275,1,PC쇼핑몰,20190102
무통장입금,D-20190102-0000801-01,2019-01-03 오후 6:19,2019-01-07 오전 5:32,71450,1077,1,PC쇼핑몰,20190102
무통장입금,D-20190102-0000822-00,2019-01-03 오후 6:19,2019-01-07 오전 5:32,73920,43,1,모바일웹,20190102
무통장입금,D-20190102-0000831-00,2019-01-03 오후 6:19,2019-01-07 오전 5:32,88110,1181,1,모바일웹,20190102
무통장입금,D-20190102-0000846-00,2019-01-08 오전 8:43,2019-01-12 오전 5:32,70620,42,1,모바일웹,20190102
무통장입금,D-20190102-0000846-01,2019-01-08 오전 8:43,2019-01-12 오전 5:32,68970,38,1,모바일웹,20190102
무통장입금,D-20190102-0000846-02,2019-01-08 오전 8:43,2019-01-12 오전 5:32,58410,455,1,모바일웹,20190102
무통장입금,D-20190102-0000853-00,2019-01-03 오후 6:19,2019-01-07 오전 5:32,63470,1373,1,PC쇼핑몰,20190102
무통장입금,D-20190102-0000865-00,2019-01-03 오후 6:19,2019-01-07 오전 5:32,140750,94,1,PC쇼핑몰,20190102
무통장입금,D-20190102-0000871-00,2019-01-03 오후 6:19,2019-01-07 오전 5:32,95210,1322,1,모바일웹,20190102
무통장입금,D-20190102-0000890-00,2019-01-03 오후 6:19,2019-01-07 오전 5:32,132500,92,1,PC쇼핑몰,20190102
무통장입금,D-20190102-0000905-00,2019-01-03 오후 6:19,2019-01-07 오전 5:32,75570,1069,1,PC쇼핑몰,20190102
무통장입금,D-20190102-0000905-01,2019-01-03 오후 6:19,2019-01-07 오전 5:32,115170,68,1,PC쇼핑몰,20190102
"적립금,무통장입금",D-20190102-0000921-00,2019-01-03 오후 6:19,2019-01-07 오전 5:32,116820,1167,1,모바일웹,20190102
카드,D-20190102-0000938-01,2019-01-03 오후 6:20,2019-01-13 오전 4:38,82170,380,1,네이버 페이,20190102
카드,D-20190102-0000938-02,2019-01-03 오후 6:20,2019-01-13 오전 4:38,77220,379,1,네이버 페이,20190102
카드,D-20190102-0000938-03,2019-01-03 오후 6:20,2019-01-13 오전 4:38,72270,378,1,네이버 페이,20190102
무통장입금,D-20190102-0000951-00,2019-01-03 오후 6:19,2019-01-07 오전 5:32,122430,86,1,PC쇼핑몰,20190102
카드,D-20190102-0000964-00,2019-01-03 오후 6:19,2019-01-07 오전 5:32,51810,248,1,모바일웹,20190102
카드,D-20190102-0000976-00,2019-01-03 오후 6:19,2019-01-07 오전 5:32,76400,608,1,모바일웹,20190102
가상계좌,D-20190102-0000993-00,2019-01-03 오후 6:19,2019-01-07 오전 5:32,83550,962,1,PC쇼핑몰,20190102
가상계좌,D-20190102-0001009-00,2019-01-03 오후 6:19,2019-01-07 오전 5:32,16500,526,1,PC쇼핑몰,20190102
"쿠폰,카드",D-20190102-0001011-00,2019-01-03 오후 6:19,2019-01-07 오전 5:32,88110,1181,1,모바일웹,20190102
"쿠폰,카드",D-20190102-0001011-01,2019-01-03 오후 6:19,2019-01-07 오전 5:32,126940,1373,2,모바일웹,20190102
카드,D-20190102-0001023-00,2019-01-03 오후 6:19,2019-01-07 오전 5:32,78870,603,1,모바일웹,20190102
예치금,D-20190102-0001031-00,2019-01-03 오후 6:19,2019-01-07 오전 5:32,63470,1373,1,PC쇼핑몰,20190102
예치금,D-20190102-0001031-01,2019-01-03 오후 6:19,2019-01-07 오전 5:32,75240,1374,1,PC쇼핑몰,20190102
"예치금,적립금,무통장입금",D-20190102-0001049-00,2019-01-03 오후 6:19,2019-01-07 오전 5:32,101310,1055,1,PC쇼핑몰,20190102
무통장입금,D-20190102-0001055-00,2019-01-08 오전 8:43,2019-01-12 오전 5:32,78870,603,1,PC쇼핑몰,20190102
무통장입금,D-20190102-0001065-00,2019-01-03 오후 6:19,2019-01-07 오전 5:32,76400,608,1,PC쇼핑몰,20190102
무통장입금,D-20190102-0001065-01,2019-01-03 오후 6:19,2019-01-07 오전 5:32,67320,1282,1,PC쇼핑몰,20190102
카드,D-20190102-0001078-00,2019-01-03 오후 6:19,2019-01-07 오전 5:32,236610,603,3,모바일웹,20190102
